addr_full,brand,brand_wikidata,city,country,email,extras,housenumber,lat,lon,name,opening_hours,phone,postcode,ref,state,store_url,street,website
"ул. Автодорожная, д. 26",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,61.993165,129.684055,Банкомат ВТБ,,8 (800) 100-24-24,,387047,,,,https://www.vtb.ru/
"мкр. Автозаводской, д. 17",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.807435,39.559901,Банкомат ВТБ,,8 (800) 100-24-24,,387048,,,,https://www.vtb.ru/
"ул. 9 Мая, д. 2",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.164993,37.584724,Банкомат ВТБ,,8 (800) 100-24-24,,387052,,,,https://www.vtb.ru/
"ул. Новаторов, д. 3",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,52.360003,104.208274,Банкомат ВТБ,,8 (800) 100-24-24,,387063,,,,https://www.vtb.ru/
"ул. Кирова, д. 19",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.780926,105.744402,Банкомат ВТБ,,8 (800) 100-24-24,,387071,,,,https://www.vtb.ru/
"ул. 9 Января, д. 180",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.676505,39.147412,Банкомат ВТБ,,8 (800) 100-24-24,,387072,,,,https://www.vtb.ru/
"ул. Мира, д. 33",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.863661,49.222503,Банкомат ВТБ,,8 (800) 100-24-24,,387080,,,,https://www.vtb.ru/
"ул. Гарина-Михайловского, д. 35",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.901111,51.239221,Банкомат ВТБ,,8 (800) 100-24-24,,387082,,,,https://www.vtb.ru/
"ул. Винокурова, д. 46",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.110677,47.471312,Банкомат ВТБ,,8 (800) 100-24-24,,387086,,,,https://www.vtb.ru/
"ул. Щербакова, д. 60",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.489672,46.425464,Банкомат ВТБ,,8 (800) 100-24-24,,387087,,,,https://www.vtb.ru/
"ул. Труда, д. 39А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.364123,58.964715,Банкомат ВТБ,,8 (800) 100-24-24,,387109,,,,https://www.vtb.ru/
"ул. Энергетиков, д. 165, корп. 7",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,57.128053,65.609113,Банкомат ВТБ,,8 (800) 100-24-24,,387129,,,,https://www.vtb.ru/
"ул. Первомайская, д. 27",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,64.530932,40.601174,Банкомат ВТБ,,8 (800) 100-24-24,,387133,,,,https://www.vtb.ru/
"ул. Наседкина, д. 10",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.093943,37.908995,Банкомат ВТБ,,8 (800) 100-24-24,,387138,,,,https://www.vtb.ru/
"ул. Кирова, стр. 73",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.198176,45.021379,Банкомат ВТБ,,8 (800) 100-24-24,,387148,,,,https://www.vtb.ru/
"ул. Ленина, д. 65",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.202601,45.152564,Банкомат ВТБ,,8 (800) 100-24-24,,387149,,,,https://www.vtb.ru/
"ул. Калараша, д. 14",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,44.122456,39.074981,Банкомат ВТБ,,8 (800) 100-24-24,,387150,,,,https://www.vtb.ru/
"пр-кт Первомайский, д. 31",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,43.906187,42.715359,Банкомат ВТБ,,8 (800) 100-24-24,,387153,,,,https://www.vtb.ru/
"пр-кт Светлановский, д. 11, корп. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,60.006818,30.337949,Банкомат ВТБ,,8 (800) 100-24-24,,387156,,,,https://www.vtb.ru/
"ул. Николая Симонова, д. 15",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.296956,50.326003,Банкомат ВТБ,,8 (800) 100-24-24,,387167,,,,https://www.vtb.ru/
"ул. Большая, д. 5",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.092014,49.880843,Банкомат ВТБ,,8 (800) 100-24-24,,387169,,,,https://www.vtb.ru/
"ул. Дементьева, д. 6",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.094012,128.363692,Банкомат ВТБ,,8 (800) 100-24-24,,387170,,,,https://www.vtb.ru/
"ул. М.Мелентьевой, д. 15",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,61.693606,33.613943,Банкомат ВТБ,,8 (800) 100-24-24,,387172,,,,https://www.vtb.ru/
"ул. Ленинградская, д. 25",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.86251,49.085223,Банкомат ВТБ,,8 (800) 100-24-24,,387177,,,,https://www.vtb.ru/
"ул. Физкультурников, д. 18",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.368153,51.343587,Банкомат ВТБ,,8 (800) 100-24-24,,387196,,,,https://www.vtb.ru/
"ул. Брянская, д. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.461702,45.93272,Банкомат ВТБ,,8 (800) 100-24-24,,387202,,,,https://www.vtb.ru/
"ул. Ленина, д. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.267035,54.932773,Банкомат ВТБ,,8 (800) 100-24-24,,387205,,,,https://www.vtb.ru/
"тер. Славянка, ул. Ростовская, д. 20, стр. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.742919,30.47284,Банкомат ВТБ,,8 (800) 100-24-24,,387209,,,,https://www.vtb.ru/
"пл. Мира, д. 7",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,47.217616,38.898546,Банкомат ВТБ,,8 (800) 100-24-24,,387210,,,,https://www.vtb.ru/
"ул. Красина, д. 51",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,44.663269,40.710023,Банкомат ВТБ,,8 (800) 100-24-24,,387211,,,,https://www.vtb.ru/
"ул. Гагарина, д. 2-б",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,47.436371,40.102744,Банкомат ВТБ,,8 (800) 100-24-24,,387213,,,,https://www.vtb.ru/
"ул. Советская, д. 39",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.644136,33.507618,Банкомат ВТБ,,8 (800) 100-24-24,,387215,,,,https://www.vtb.ru/
"ул. Анатолия, д. 81",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.337199,83.790538,Банкомат ВТБ,,8 (800) 100-24-24,,387224,,,,https://www.vtb.ru/
"ул. Западная 10-я, д. 5",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.381368,83.70951,Банкомат ВТБ,,8 (800) 100-24-24,,387225,,,,https://www.vtb.ru/
"ул. Угличская, д. 40",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,57.63171,39.837839,Банкомат ВТБ,,8 (800) 100-24-24,,387230,,,,https://www.vtb.ru/
"ул. Пролетарская, д. 15",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,58.589857,49.679875,Банкомат ВТБ,,8 (800) 100-24-24,,387234,,,,https://www.vtb.ru/
"ул. Привокзальная, д. 42а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,52.816165,83.118562,Банкомат ВТБ,,8 (800) 100-24-24,,387235,,,,https://www.vtb.ru/
"ул. 22 Партсъезда, д. 97",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.016766,73.445414,Банкомат ВТБ,,8 (800) 100-24-24,,387238,,,,https://www.vtb.ru/
"пер. Пожогина, влад. 11",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.323534,82.990426,Банкомат ВТБ,,8 (800) 100-24-24,,387239,,,,https://www.vtb.ru/
"ул. Краснооктябрьская, д. 190/6",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,52.534773,85.246132,Банкомат ВТБ,,8 (800) 100-24-24,,387240,,,,https://www.vtb.ru/
"пр-кт Ленина, д. 74",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.351963,83.773971,Банкомат ВТБ,,8 (800) 100-24-24,,387241,,,,https://www.vtb.ru/
"ул. Школьная, д. 1а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,57.392994,65.692153,Банкомат ВТБ,,8 (800) 100-24-24,,387258,,,,https://www.vtb.ru/
"пр-кт Энтузиастов, д. 12а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,44.797364,44.158477,Банкомат ВТБ,,8 (800) 100-24-24,,387262,,,,https://www.vtb.ru/
"ул. Рождественского, д. 6, корп. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.941115,73.377393,Банкомат ВТБ,,8 (800) 100-24-24,,387264,,,,https://www.vtb.ru/
"ул. Платановая, д. 31Д",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,43.511698,39.866091,Банкомат ВТБ,,8 (800) 100-24-24,,387265,,,,https://www.vtb.ru/
"ул. Макаренко, д. 5 А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.768368,38.134867,Банкомат ВТБ,,8 (800) 100-24-24,,387281,,,,https://www.vtb.ru/
"ул. Дыбенко, д. 30",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.207389,50.197903,Банкомат ВТБ,,8 (800) 100-24-24,,387287,,,,https://www.vtb.ru/
"Октябрьский р-н, ул. Ленинградская, д. 13",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,61.794756,34.354909,Банкомат ВТБ,,8 (800) 100-24-24,,387292,,,,https://www.vtb.ru/
"ул. Коммуны, д. 6",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,58.164336,59.699986,Банкомат ВТБ,,8 (800) 100-24-24,,387296,,,,https://www.vtb.ru/
"пр-кт Пролетарский, д. 59",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,64.954329,34.584168,Банкомат ВТБ,,8 (800) 100-24-24,,387301,,,,https://www.vtb.ru/
"ул. Труда, д. 10",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.230345,38.514244,Банкомат ВТБ,,8 (800) 100-24-24,,387306,,,,https://www.vtb.ru/
"пр-кт Московский, д. 51",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.123504,37.907423,Банкомат ВТБ,,8 (800) 100-24-24,,387307,,,,https://www.vtb.ru/
"пр-кт Шекснинский, д. 30",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.090962,37.934004,Банкомат ВТБ,,8 (800) 100-24-24,,387308,,,,https://www.vtb.ru/
"ул. Вешняковская, д. 18А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.723446,37.825219,Банкомат ВТБ,,8 (800) 100-24-24,,387310,,,,https://www.vtb.ru/
"ул. Воронцовская, д. 43, корп. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.733052,37.66495,Банкомат ВТБ,,8 (800) 100-24-24,,387313,,,,https://www.vtb.ru/
"ул. Коммунистическая, д. 39",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.09868,49.947327,Банкомат ВТБ,,8 (800) 100-24-24,,387321,,,,https://www.vtb.ru/
"ул. Коммунистическая, д. 39",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.09868,49.947327,Банкомат ВТБ,,8 (800) 100-24-24,,387322,,,,https://www.vtb.ru/
"ул. Лермонтова, д. 2А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,44.134827,43.028314,Банкомат ВТБ,,8 (800) 100-24-24,,387324,,,,https://www.vtb.ru/
"пр-кт Коммунистический, д. 32/3",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,47.208612,39.628748,Банкомат ВТБ,,8 (800) 100-24-24,,387327,,,,https://www.vtb.ru/
"ш. Западное, д. 9",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.191131,49.482413,Банкомат ВТБ,,8 (800) 100-24-24,,387332,,,,https://www.vtb.ru/
"наб. Краснопресненская, д. 12",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.754203,37.556388,Банкомат ВТБ,,8 (800) 100-24-24,,387333,,,,https://www.vtb.ru/
"ул. Заводская, д. 11",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,60.96463,69.036185,Банкомат ВТБ,,8 (800) 100-24-24,,387334,,,,https://www.vtb.ru/
"ул. Московский Большак, д. 30а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.804266,32.155007,Банкомат ВТБ,,8 (800) 100-24-24,,387337,,,,https://www.vtb.ru/
"мкр. Входной, д. 28/1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.948985,73.173538,Банкомат ВТБ,,8 (800) 100-24-24,,387340,,,,https://www.vtb.ru/
"ул. Пионерская, д. 134",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,52.497443,82.772964,Банкомат ВТБ,,8 (800) 100-24-24,,387341,,,,https://www.vtb.ru/
"ул. Большая Тульская, д. 2",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.709018,37.620761,Банкомат ВТБ,,8 (800) 100-24-24,,387344,,,,https://www.vtb.ru/
"ул. 50 лет ВЛКСМ, д. 63",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,57.13369,65.561403,Банкомат ВТБ,,8 (800) 100-24-24,,387345,,,,https://www.vtb.ru/
"ул. Ленина, д. 95",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,57.782048,40.937314,Банкомат ВТБ,,8 (800) 100-24-24,,387348,,,,https://www.vtb.ru/
"ул. Автозаводская, д. 2а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.869077,53.278055,Банкомат ВТБ,,8 (800) 100-24-24,,387351,,,,https://www.vtb.ru/
"ул. Вашская, д. 8",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.628911,47.88917,Банкомат ВТБ,,8 (800) 100-24-24,,387356,,,,https://www.vtb.ru/
"ул. Вашская, д. 8",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.628911,47.88917,Банкомат ВТБ,,8 (800) 100-24-24,,387357,,,,https://www.vtb.ru/
"ул. Мира, д. 14",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,59.624394,56.763573,Банкомат ВТБ,,8 (800) 100-24-24,,387360,,,,https://www.vtb.ru/
"пр-кт Дзержинского, д. 42",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.633407,43.396722,Банкомат ВТБ,,8 (800) 100-24-24,,387363,,,,https://www.vtb.ru/
"ул. Клубная, д. 15А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,42.974076,132.408744,Банкомат ВТБ,,8 (800) 100-24-24,,387366,,,,https://www.vtb.ru/
"б-р Центральный, д. 7",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.802705,38.97702,Банкомат ВТБ,,8 (800) 100-24-24,,387374,,,,https://www.vtb.ru/
"пр-кт Красноармейский, д. 4",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.329149,83.785363,Банкомат ВТБ,,8 (800) 100-24-24,,387377,,,,https://www.vtb.ru/
"пр-кт Коммунистический, д. 109/2",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.962305,85.912269,Банкомат ВТБ,,8 (800) 100-24-24,,387378,,,,https://www.vtb.ru/
"ул. Советская, д. 7",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.997025,84.981345,Банкомат ВТБ,,8 (800) 100-24-24,,387379,,,,https://www.vtb.ru/
"ул. Войкова, д. 454",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,45.128109,42.033825,Банкомат ВТБ,,8 (800) 100-24-24,,387381,,,,https://www.vtb.ru/
"пр-кт Шахтеров, д. 95",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.404877,86.120633,Банкомат ВТБ,,8 (800) 100-24-24,,387382,,,,https://www.vtb.ru/
"пер. 6-й Верхний, д. 12, корп. А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,60.075896,30.354298,Банкомат ВТБ,,8 (800) 100-24-24,,387384,,,,https://www.vtb.ru/
"ул. Вокзальная, д. 8",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,44.205051,132.440149,Банкомат ВТБ,,8 (800) 100-24-24,,387386,,,,https://www.vtb.ru/
"ул. Новый Арбат, д. 36",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.753326,37.57729,Банкомат ВТБ,,8 (800) 100-24-24,,387387,,,,https://www.vtb.ru/
"ул. Ленина, д. 4",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.754152,37.859183,Банкомат ВТБ,,8 (800) 100-24-24,,387390,,,,https://www.vtb.ru/
"ш. Бердское, д. 277",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.84769,83.06372,Банкомат ВТБ,,8 (800) 100-24-24,,387395,,,,https://www.vtb.ru/
"ул. Революции 1905 года, д. 68",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.843946,107.580918,Банкомат ВТБ,,8 (800) 100-24-24,,387398,,,,https://www.vtb.ru/
"ул. Кирова, д. 95",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.121799,46.591769,Банкомат ВТБ,,8 (800) 100-24-24,,387407,,,,https://www.vtb.ru/
"ул. Лобачевского, д. 26",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.839522,48.240438,Банкомат ВТБ,,8 (800) 100-24-24,,387411,,,,https://www.vtb.ru/
"ул. Краснознаменная, д. 23А",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.595328,37.038824,Банкомат ВТБ,,8 (800) 100-24-24,,387415,,,,https://www.vtb.ru/
"ул. Первомайская, д. 52",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.812312,56.091624,Банкомат ВТБ,,8 (800) 100-24-24,,387420,,,,https://www.vtb.ru/
"ул. Сергея Лазо, д. 44",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.346957,50.226272,Банкомат ВТБ,,8 (800) 100-24-24,,387422,,,,https://www.vtb.ru/
"ул. Сергея Лазо, д. 44",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.346957,50.226272,Банкомат ВТБ,,8 (800) 100-24-24,,387423,,,,https://www.vtb.ru/
"ул. 9-я Парковая, д. 59, корп. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.8078,37.798134,Банкомат ВТБ,,8 (800) 100-24-24,,387424,,,,https://www.vtb.ru/
"ул. 9-я Парковая, д. 59, корп. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.8078,37.798134,Банкомат ВТБ,,8 (800) 100-24-24,,387426,,,,https://www.vtb.ru/
"ул. Гоголя, д. 13",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.043721,82.922334,Банкомат ВТБ,,8 (800) 100-24-24,,387434,,,,https://www.vtb.ru/
"ул. Советская, д. 7",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.038466,43.919245,Банкомат ВТБ,,8 (800) 100-24-24,,387435,,,,https://www.vtb.ru/
"ул. Коминтерна, д. 47/102",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.836726,35.895394,Банкомат ВТБ,,8 (800) 100-24-24,,387437,,,,https://www.vtb.ru/
"ул. Энтузиастов, д. 13",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.354675,83.682965,Банкомат ВТБ,,8 (800) 100-24-24,,387439,,,,https://www.vtb.ru/
"ул. Сергея Лазо, д. 44",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,53.346957,50.226272,Банкомат ВТБ,,8 (800) 100-24-24,,387440,,,,https://www.vtb.ru/
"ул. Наговицына, д. 93",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.443135,52.219957,Банкомат ВТБ,,8 (800) 100-24-24,,387443,,,,https://www.vtb.ru/
"ул. Люблинская, д. 165",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.650505,37.745915,Банкомат ВТБ,,8 (800) 100-24-24,,387446,,,,https://www.vtb.ru/
"ул. Герасименко, д. 1/19",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.502753,85.041837,Банкомат ВТБ,,8 (800) 100-24-24,,387447,,,,https://www.vtb.ru/
"ул. Малышева, стр. 5",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.832979,60.582176,Банкомат ВТБ,,8 (800) 100-24-24,,387448,,,,https://www.vtb.ru/
"пр-кт Ленинского Комсомола, д. 2",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,51.660551,36.125039,Банкомат ВТБ,,8 (800) 100-24-24,,387450,,,,https://www.vtb.ru/
"ул. 21-я Амурская, д. 7, корп. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.025433,73.409704,Банкомат ВТБ,,8 (800) 100-24-24,,387455,,,,https://www.vtb.ru/
"ул. 21-я Амурская, д. 7, корп. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.025433,73.409704,Банкомат ВТБ,,8 (800) 100-24-24,,387456,,,,https://www.vtb.ru/
"ул. 21-я Амурская, д. 7, корп. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.025433,73.409704,Банкомат ВТБ,,8 (800) 100-24-24,,387457,,,,https://www.vtb.ru/
"ул. Некрасова, д. 86",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,43.802049,131.95099,Банкомат ВТБ,,8 (800) 100-24-24,,387459,,,,https://www.vtb.ru/
"ул. Рязанская, д. 34, корп. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.160349,37.611158,Банкомат ВТБ,,8 (800) 100-24-24,,387463,,,,https://www.vtb.ru/
"пер. Шеболдаева, д. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,45.059829,41.93024,Банкомат ВТБ,,8 (800) 100-24-24,,387464,,,,https://www.vtb.ru/
"ул. имени Ф.Э.Дзержинского, д. 36",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,46.956596,142.738068,Банкомат ВТБ,,8 (800) 100-24-24,,387466,,,,https://www.vtb.ru/
"ул. 50 лет Октября, д. 19",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.526706,37.082257,Банкомат ВТБ,,8 (800) 100-24-24,,387468,,,,https://www.vtb.ru/
"пр-кт Коммунистический, д. 32",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,46.960268,142.739011,Банкомат ВТБ,,8 (800) 100-24-24,,387469,,,,https://www.vtb.ru/
"мкр. Центральный, д. 25",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,52.933223,158.400006,Банкомат ВТБ,,8 (800) 100-24-24,,387470,,,,https://www.vtb.ru/
"ул. им. Генерала Меркулова, д. 14",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,52.586301,39.532744,Банкомат ВТБ,,8 (800) 100-24-24,,387471,,,,https://www.vtb.ru/
"ул. Марата, д. 29",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,57.059921,53.996013,Банкомат ВТБ,,8 (800) 100-24-24,,387472,,,,https://www.vtb.ru/
"пер. Коммунарский, д. 23",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,52.540584,85.219883,Банкомат ВТБ,,8 (800) 100-24-24,,387474,,,,https://www.vtb.ru/
"ул. Автозаводская, д. 3а",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.873441,53.277678,Банкомат ВТБ,,8 (800) 100-24-24,,387478,,,,https://www.vtb.ru/
"ул. Холмогорова, д. 15",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,56.8759,53.211077,Банкомат ВТБ,,8 (800) 100-24-24,,387479,,,,https://www.vtb.ru/
"ул. Металлистов, д. 4Б",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.400964,86.042478,Банкомат ВТБ,,8 (800) 100-24-24,,387481,,,,https://www.vtb.ru/
ул. СОЛ КД Чкаловец,VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.62799,82.744651,Банкомат ВТБ,,8 (800) 100-24-24,,387482,,,,https://www.vtb.ru/
"ул. Космонавтов, д. 65",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.604901,86.281099,Банкомат ВТБ,,8 (800) 100-24-24,,387483,,,,https://www.vtb.ru/
"ул. Волгоградская, д. 1",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,55.710499,84.925397,Банкомат ВТБ,,8 (800) 100-24-24,,387484,,,,https://www.vtb.ru/
"ул. Фрунзе, д. 42",VTB,,,Russia,info@vtb.ru,{'@spider': 'vtb_atm_machines_dac'},,54.810019,32.043158,Банкомат ВТБ,,8 (800) 100-24-24,,387485,,,,https://www.vtb.ru/
